0.000;8.216;1.489
0.200;8.216;1.507
0.400;8.216;1.488
0.600;8.216;1.509
0.800;8.216;1.513
1.000;8.216;1.507
1.200;8.216;1.493
1.400;8.216;1.496
1.600;8.216;1.498
1.800;8.216;1.519
2.000;8.216;1.505
2.200;8.216;1.530
2.400;8.216;1.494
2.600;8.216;1.485
2.800;8.216;1.505
3.000;8.216;1.502
3.200;8.216;1.496
3.400;8.216;1.493
3.600;8.216;1.488
3.800;8.216;1.509
4.000;8.216;1.504
4.200;8.216;1.489
4.400;8.216;1.478
4.600;8.216;1.530
4.800;8.216;1.511
5.000;8.216;1.515
5.200;8.216;1.483
5.400;8.216;1.508
5.600;8.216;1.513
5.800;8.216;1.488
6.000;8.216;1.504
6.200;8.216;1.505
6.400;8.216;1.474
6.600;8.216;1.494
6.800;8.216;1.513
7.000;8.216;1.500
7.200;8.216;1.519
7.400;8.216;1.489
7.600;8.216;1.509
7.800;8.216;1.518
8.000;8.216;1.508
8.200;8.216;1.504
8.400;8.216;1.513
8.600;8.216;1.483
8.800;8.216;1.510
9.000;8.216;1.489
9.200;8.216;1.482
9.400;8.216;1.520
9.600;8.216;1.512
9.800;8.216;1.483
10.000;8.216;1.508
10.200;8.216;1.487
10.400;8.216;1.485
10.600;8.216;1.506
10.800;8.216;1.492
11.000;8.216;1.515
11.200;8.216;1.540
11.400;8.216;1.498
11.600;8.216;1.481
11.800;8.216;1.455
12.000;8.216;1.488
12.200;8.216;1.477
12.400;8.216;1.490
12.600;8.216;1.497
12.800;8.216;1.502
13.000;8.216;1.503
13.200;8.216;1.481
13.400;8.216;1.508
13.600;8.216;1.515
13.800;8.216;1.505
14.000;8.216;1.498
14.200;8.216;1.501
14.400;8.216;1.496
14.600;8.216;1.489
14.800;8.216;1.528
15.000;8.216;1.517
15.200;8.216;1.516
15.400;8.216;1.500
15.600;8.216;1.487
15.800;8.216;1.495
16.000;8.216;1.493
16.200;8.216;1.497
16.400;8.216;1.486
16.600;8.216;1.493
16.800;8.216;1.490
17.000;8.216;1.498
17.200;8.216;1.467
17.400;8.216;1.507
17.600;8.216;1.524
17.800;8.216;1.507
18.000;8.216;1.493
18.200;8.216;1.485
18.400;8.216;1.500
18.600;8.216;1.495
18.800;8.216;1.518
19.000;8.216;1.515
19.200;8.216;1.508
19.400;8.216;1.522
19.600;8.216;1.508
19.800;8.216;1.487
20.000;8.216;1.507
20.200;8.216;1.504
20.400;8.216;1.500
20.600;8.216;1.516
20.800;8.216;1.518
21.000;8.216;1.497
21.200;8.216;1.509
21.400;8.216;1.530
21.600;8.216;1.486
21.800;8.216;1.494
22.000;8.216;1.513
22.200;8.216;1.503
22.400;8.216;1.511
22.600;8.216;1.505
22.800;8.216;1.485
23.000;8.216;1.503
23.200;8.216;1.495
23.400;8.216;1.485
23.600;8.216;1.481
23.800;8.216;1.486
24.000;8.216;1.489
24.200;8.216;1.491
24.400;8.216;1.499
24.600;8.216;1.502
24.800;8.216;1.484
25.000;8.216;1.482
25.200;8.216;1.517
25.400;8.216;1.479
25.600;8.216;1.495
25.800;8.216;1.496
26.000;8.216;1.491
26.200;8.216;1.493
26.400;8.216;1.497
26.600;8.216;1.501
26.800;8.216;1.477
27.000;8.216;1.487
27.200;8.216;1.484
27.400;8.216;1.496
27.600;8.216;1.510
27.800;8.216;1.472
28.000;8.216;1.497
28.200;8.216;1.512
28.400;8.216;1.483
28.600;8.216;1.498
28.800;8.216;1.491
29.000;8.216;1.469
29.200;8.216;1.514
29.400;8.216;1.509
29.600;8.216;1.514
29.800;8.216;1.487
30.000;8.216;1.518
30.200;8.216;1.493
30.400;8.216;1.494
30.600;8.216;1.494
30.800;8.216;1.506
31.000;8.216;1.506
31.200;8.216;1.522
31.400;8.216;1.516
31.600;8.216;1.488
31.800;8.216;1.475
32.000;8.216;1.513
32.200;8.216;1.500
32.400;8.216;1.492
32.600;8.216;1.493
32.800;8.216;1.485
33.000;8.216;1.519
33.200;8.216;1.510
33.400;8.216;1.497
33.600;8.216;1.511
33.800;8.216;1.522
34.000;8.216;1.532
34.200;8.216;1.491
34.400;8.216;1.511
34.600;8.216;1.506
34.800;7.746;1.492
35.000;7.746;1.497
35.200;7.746;1.513
35.400;7.746;1.507
35.600;7.746;1.477
35.800;7.746;1.505
36.000;7.746;1.479
36.200;7.746;1.474
36.400;7.746;1.484
36.600;7.746;1.495
36.800;7.746;1.463
37.000;7.746;1.464
37.200;7.746;1.488
37.400;7.746;1.478
37.600;7.746;1.491
37.800;7.746;1.456
38.000;7.746;1.467
38.200;7.746;1.444
38.400;7.746;1.441
38.600;7.746;1.438
38.800;7.746;1.445
39.000;7.746;1.441
39.200;7.746;1.431
39.400;7.746;1.438
39.600;7.746;1.423
39.800;7.746;1.419
40.000;7.746;1.431
40.200;7.746;1.433
40.400;7.746;1.392
40.600;7.746;1.427
40.800;7.746;1.406
41.000;7.746;1.388
41.200;7.746;1.397
41.400;7.746;1.380
41.600;7.746;1.394
41.800;7.746;1.387
42.000;7.746;1.387
42.200;7.746;1.400
42.400;7.746;1.376
42.600;7.746;1.387
42.800;7.746;1.368
43.000;7.746;1.382
43.200;7.746;1.383
43.400;7.746;1.369
43.600;7.746;1.380
43.800;7.746;1.387
44.000;7.746;1.379
44.200;7.746;1.338
44.400;7.746;1.386
44.600;7.746;1.358
44.800;7.746;1.356
45.000;7.746;1.354
45.200;7.746;1.377
45.400;7.746;1.354
45.600;7.746;1.360
45.800;7.746;1.332
46.000;7.746;1.362
46.200;7.746;1.380
46.400;7.746;1.365
46.600;7.746;1.340
46.800;7.746;1.370
47.000;7.746;1.340
47.200;7.746;1.362
47.400;7.746;1.347
47.600;7.746;1.332
47.800;7.746;1.351
48.000;7.746;1.347
48.200;7.746;1.355
48.400;7.746;1.327
48.600;7.746;1.360
48.800;7.746;1.352
49.000;7.746;1.345
49.200;7.746;1.367
49.400;7.746;1.362
49.600;7.746;1.356
49.800;7.746;1.354
50.000;7.746;1.345
50.200;7.746;1.311
50.400;7.746;1.347
50.600;7.746;1.342
50.800;7.746;1.331
51.000;7.746;1.366
51.200;7.746;1.345
51.400;7.746;1.354
51.600;7.746;1.325
51.800;7.746;1.331
52.000;7.746;1.363
52.200;7.746;1.338
52.400;7.746;1.335
52.600;7.746;1.329
52.800;7.746;1.338
53.000;7.746;1.303
53.200;7.746;1.304
53.400;7.746;1.324
53.600;7.746;1.352
53.800;7.746;1.319
54.000;7.746;1.337
54.200;7.746;1.330
54.400;7.746;1.320
54.600;7.746;1.352
54.800;7.746;1.330
55.000;7.746;1.316
55.200;7.746;1.337
55.400;7.746;1.350
55.600;7.746;1.342
55.800;7.746;1.344
56.000;7.746;1.338
56.200;7.746;1.331
56.400;7.746;1.324
56.600;7.746;1.352
56.800;7.746;1.347
57.000;7.746;1.333
57.200;7.746;1.358
57.400;7.746;1.347
57.600;7.746;1.331
57.800;7.746;1.325
58.000;7.746;1.340
58.200;7.746;1.329
58.400;7.746;1.345
58.600;7.746;1.343
58.800;7.746;1.328
59.000;7.746;1.313
59.200;7.746;1.319
59.400;7.746;1.337
59.600;7.746;1.340
59.800;7.746;1.336
60.000;7.746;1.324
60.200;7.746;1.339
60.400;7.746;1.348
60.600;7.746;1.334
60.800;7.746;1.342
61.000;7.746;1.328
61.200;7.746;1.348
61.400;7.746;1.341
61.600;7.746;1.319
61.800;7.746;1.323
62.000;7.746;1.308
62.200;7.746;1.339
62.400;7.746;1.355
62.600;7.746;1.348
62.800;7.746;1.328
63.000;7.746;1.330
63.200;7.746;1.335
63.400;7.746;1.321
63.600;7.746;1.331
63.800;7.746;1.343
64.000;7.746;1.336
64.200;7.746;1.331
64.400;7.746;1.342
64.600;7.746;1.305
64.800;7.746;1.340
65.000;7.746;1.346
65.200;7.746;1.346
65.400;7.746;1.327
65.600;7.746;1.350
65.800;7.746;1.295
66.000;7.746;1.343
66.200;7.746;1.326
66.400;7.746;1.322
66.600;7.746;1.334
66.800;7.746;1.320
67.000;7.746;1.328
67.200;7.746;1.329
67.400;7.746;1.334
67.600;7.746;1.332
67.800;7.746;1.323
68.000;7.746;1.333
68.200;7.746;1.326
68.400;7.746;1.345
68.600;7.746;1.338
68.800;7.746;1.323
69.000;7.746;1.312
69.200;7.746;1.335
69.400;7.746;1.314
69.600;7.746;1.332
69.800;7.746;1.339
70.000;7.746;1.354
70.200;7.746;1.307
70.400;7.746;1.309
70.600;7.746;1.313
70.800;7.746;1.338
71.000;7.746;1.348
71.200;7.746;1.351
71.400;7.746;1.331
71.600;7.746;1.315
71.800;7.746;1.349
72.000;7.746;1.325
72.200;7.746;1.346
72.400;7.746;1.319
72.600;7.746;1.327
72.800;7.746;1.318
73.000;7.746;1.350
73.200;7.746;1.359
73.400;7.746;1.316
73.600;7.746;1.355
73.800;7.746;1.317
74.000;7.746;1.314
74.200;7.746;1.330
74.400;7.746;1.329
74.600;7.746;1.344
74.800;7.746;1.311
75.000;7.746;1.371
75.200;7.746;1.318
75.400;7.746;1.325
75.600;7.746;1.336
75.800;7.746;1.325
76.000;7.746;1.327
76.200;7.746;1.330
76.400;7.746;1.333
76.600;7.746;1.337
76.800;7.746;1.328
77.000;7.746;1.334
77.200;7.746;1.335
77.400;7.746;1.331
77.600;7.746;1.316
77.800;7.746;1.349
78.000;7.746;1.333
78.200;7.746;1.321
78.400;7.746;1.332
78.600;7.746;1.335
78.800;7.746;1.326
79.000;7.746;1.345
79.200;7.746;1.329
79.400;7.746;1.344
79.600;7.746;1.336
79.800;7.746;1.336
80.000;7.746;1.314
80.200;7.746;1.331
80.400;7.746;1.341
80.600;7.746;1.334
80.800;7.746;1.325
81.000;7.746;1.342
81.200;7.746;1.306
81.400;7.746;1.338
81.600;7.746;1.345
81.800;7.746;1.324
82.000;7.746;1.313
82.200;7.746;1.335
82.400;7.746;1.334
82.600;7.746;1.344
82.800;7.746;1.341
83.000;7.746;1.319
83.200;7.746;1.324
83.400;7.746;1.302
83.600;7.746;1.348
83.800;7.746;1.326
84.000;7.746;1.317
84.200;7.746;1.348
84.400;7.746;1.344
84.600;7.746;1.317
84.800;7.746;1.335
85.000;7.746;1.317
85.200;7.746;1.327
85.400;7.746;1.361
85.600;7.746;1.314
85.800;7.746;1.318
86.000;7.746;1.334
86.200;7.746;1.343
86.400;7.746;1.351
86.600;7.746;1.354
86.800;7.746;1.355
87.000;7.746;1.352
87.200;7.746;1.320
87.400;7.746;1.342
87.600;7.746;1.335
87.800;7.746;1.318
88.000;7.746;1.342
88.200;7.746;1.321
88.400;7.746;1.327
88.600;7.746;1.321
88.800;7.746;1.337
89.000;7.746;1.318
89.200;7.746;1.341
89.400;7.746;1.315
89.600;7.746;1.333
89.800;7.746;1.335
90.000;7.746;1.349
90.200;7.746;1.339
90.400;7.746;1.328
90.600;7.746;1.368
90.800;7.746;1.333
91.000;7.746;1.321
91.200;7.746;1.306
91.400;7.746;1.353
91.600;7.746;1.365
91.800;7.746;1.339
92.000;7.746;1.325
92.200;7.746;1.319
92.400;7.746;1.348
92.600;7.746;1.344
92.800;7.746;1.307
93.000;7.746;1.330
93.200;7.746;1.321
93.400;7.746;1.346
93.600;7.746;1.360
93.800;7.746;1.328
94.000;7.746;1.321
94.200;7.746;1.322
94.400;7.746;1.344
94.600;7.746;1.341
94.800;7.746;1.345
95.000;7.746;1.348
95.200;7.746;1.346
95.400;7.746;1.301
95.600;7.746;1.317
95.800;7.746;1.338
96.000;7.746;1.319
96.200;7.746;1.363
96.400;7.746;1.330
96.600;7.746;1.336
96.800;7.746;1.316
97.000;7.746;1.302
97.200;7.746;1.346
97.400;7.746;1.305
97.600;7.746;1.311
97.800;7.746;1.332
98.000;7.746;1.346
98.200;7.746;1.316
98.400;7.746;1.350
98.600;7.746;1.334
98.800;7.746;1.346
99.000;7.746;1.343
99.200;7.746;1.302
99.400;7.746;1.329
99.600;7.746;1.353
99.800;7.746;1.353
100.000;7.746;1.338
100.200;7.746;1.360
100.400;7.746;1.343
100.600;7.746;1.329
100.800;9.428;1.334
101.000;9.428;1.347
101.200;9.428;1.336
101.400;9.428;1.337
101.600;9.428;1.344
101.800;9.428;1.332
102.000;9.428;1.371
102.200;9.428;1.350
102.400;9.428;1.360
102.600;9.428;1.378
102.800;9.428;1.398
103.000;9.428;1.400
103.200;9.428;1.435
103.400;9.428;1.452
103.600;9.428;1.446
103.800;9.428;1.457
104.000;9.428;1.466
104.200;9.428;1.475
104.400;9.428;1.511
104.600;9.428;1.494
104.800;9.428;1.533
105.000;9.428;1.554
105.200;9.428;1.544
105.400;9.428;1.552
105.600;9.428;1.594
105.800;9.428;1.630
106.000;9.428;1.588
106.200;9.428;1.603
106.400;9.428;1.609
106.600;9.428;1.667
106.800;9.428;1.642
107.000;9.428;1.663
107.200;9.428;1.680
107.400;9.428;1.691
107.600;9.428;1.739
107.800;9.428;1.702
108.000;9.428;1.707
108.200;9.428;1.714
108.400;9.428;1.750
108.600;9.428;1.745
108.800;9.428;1.751
109.000;9.428;1.767
109.200;9.428;1.744
109.400;9.428;1.769
109.600;9.428;1.773
109.800;9.428;1.805
110.000;9.428;1.769
110.200;9.428;1.799
110.400;9.428;1.844
110.600;9.428;1.800
110.800;9.428;1.833
111.000;9.428;1.835
111.200;9.428;1.857
111.400;9.428;1.857
111.600;9.428;1.873
111.800;9.428;1.859
112.000;9.428;1.854
112.200;9.428;1.880
112.400;9.428;1.875
112.600;9.428;1.878
112.800;9.428;1.874
113.000;9.428;1.854
113.200;9.428;1.878
113.400;9.428;1.888
113.600;9.428;1.890
113.800;9.428;1.897
114.000;9.428;1.905
114.200;9.428;1.900
114.400;9.428;1.892
114.600;9.428;1.926
114.800;9.428;1.926
115.000;9.428;1.912
115.200;9.428;1.917
115.400;9.428;1.902
115.600;9.428;1.885
115.800;9.428;1.912
116.000;9.428;1.910
116.200;9.428;1.940
116.400;9.428;1.917
116.600;9.428;1.957
116.800;9.428;1.939
117.000;9.428;1.957
117.200;9.428;1.949
117.400;9.428;1.938
117.600;8.034;1.942
117.800;8.034;1.953
118.000;8.034;1.949
118.200;8.034;1.932
118.400;8.034;1.948
118.600;8.034;1.924
118.800;8.034;1.926
119.000;8.034;1.930
119.200;8.034;1.884
119.400;8.034;1.902
119.600;8.034;1.913
119.800;8.034;1.881
120.000;8.034;1.888
120.200;8.034;1.869
120.400;8.034;1.851
120.600;8.034;1.842
120.800;8.034;1.831
121.000;8.034;1.817
121.200;8.034;1.790
121.400;8.034;1.822
121.600;8.034;1.814
121.800;8.034;1.784
122.000;8.034;1.755
122.200;8.034;1.771
122.400;8.034;1.759
122.600;8.034;1.716
122.800;8.034;1.750
123.000;8.034;1.717
123.200;8.034;1.720
123.400;8.034;1.692
123.600;8.034;1.679
123.800;8.034;1.674
124.000;8.034;1.660
124.200;8.034;1.646
124.400;8.034;1.649
124.600;8.034;1.649
124.800;8.034;1.634
125.000;8.034;1.646
125.200;8.034;1.614
125.400;8.034;1.613
125.600;8.034;1.598
125.800;8.034;1.590
126.000;8.034;1.564
126.200;8.034;1.563
126.400;8.034;1.570
126.600;8.034;1.556
126.800;8.034;1.569
127.000;8.034;1.538
127.200;8.034;1.571
127.400;8.034;1.554
127.600;8.034;1.531
127.800;8.034;1.546
128.000;8.034;1.538
128.200;8.034;1.522
128.400;8.034;1.534
128.600;8.034;1.540
128.800;8.034;1.498
129.000;8.034;1.528
129.200;8.034;1.522
129.400;8.034;1.519
129.600;8.034;1.492
129.800;8.034;1.503
130.000;8.034;1.500
130.200;8.034;1.511
130.400;8.034;1.454
130.600;8.034;1.489
130.800;8.034;1.468
131.000;8.034;1.468
131.200;8.034;1.475
131.400;8.034;1.491
131.600;8.034;1.458
131.800;8.034;1.469
132.000;8.034;1.506
132.200;8.034;1.460
132.400;8.034;1.497
132.600;8.034;1.446
132.800;8.034;1.458
133.000;8.034;1.468
133.200;8.034;1.468
133.400;8.034;1.487
133.600;8.034;1.457
133.800;8.034;1.462
134.000;8.034;1.456
134.200;8.034;1.444
134.400;8.356;1.444
134.600;8.356;1.452
134.800;8.356;1.453
135.000;8.356;1.467
135.200;8.356;1.455
135.400;8.356;1.442
135.600;8.356;1.475
135.800;8.356;1.453
136.000;8.356;1.466
136.200;8.356;1.442
136.400;8.356;1.476
136.600;8.356;1.464
136.800;8.356;1.456
137.000;8.356;1.468
137.200;8.356;1.497
137.400;8.356;1.464
137.600;8.356;1.453
137.800;8.356;1.459
138.000;8.356;1.455
138.200;8.356;1.490
138.400;8.356;1.458
138.600;8.356;1.483
138.800;8.356;1.468
139.000;8.356;1.475
139.200;8.356;1.455
139.400;8.356;1.499
139.600;8.356;1.482
139.800;8.356;1.501
140.000;8.356;1.504
140.200;8.356;1.511
140.400;8.356;1.491
140.600;8.356;1.517
140.800;8.356;1.492
141.000;8.356;1.518
141.200;8.356;1.520
141.400;8.356;1.491
141.600;8.356;1.513
141.800;8.356;1.499
142.000;8.356;1.518
142.200;8.356;1.538
142.400;8.356;1.505
142.600;8.356;1.500
142.800;8.356;1.517
143.000;8.356;1.518
143.200;8.356;1.528
143.400;8.356;1.542
143.600;8.356;1.521
143.800;8.356;1.545
144.000;8.356;1.552
144.200;8.356;1.543
144.400;8.356;1.515
144.600;8.356;1.530
144.800;8.356;1.567
145.000;8.356;1.530
145.200;8.356;1.537
145.400;8.356;1.532
145.600;8.356;1.524
145.800;8.356;1.522
146.000;8.356;1.552
146.200;8.356;1.546
146.400;8.356;1.505
146.600;8.356;1.567
146.800;8.356;1.548
147.000;8.356;1.563
147.200;8.356;1.570
147.400;8.356;1.541
147.600;8.356;1.538
147.800;8.356;1.531
148.000;8.356;1.549
148.200;8.356;1.548
148.400;8.356;1.512
148.600;8.356;1.537
148.800;8.356;1.544
149.000;8.356;1.562
149.200;8.356;1.530
149.400;8.356;1.549
149.600;8.356;1.555
149.800;8.356;1.523
150.000;8.356;1.540
150.200;8.356;1.564
150.400;8.356;1.544
150.600;8.356;1.516
150.800;8.356;1.536
151.000;8.356;1.552
151.200;7.369;1.534
151.400;7.369;1.536
151.600;7.369;1.555
151.800;7.369;1.542
152.000;7.369;1.542
152.200;7.369;1.529
152.400;7.369;1.548
152.600;7.369;1.559
152.800;7.369;1.542
153.000;7.369;1.528
153.200;7.369;1.490
153.400;7.369;1.526
153.600;7.369;1.501
153.800;7.369;1.485
154.000;7.369;1.486
154.200;7.369;1.434
154.400;7.369;1.453
154.600;7.369;1.446
154.800;7.369;1.472
155.000;7.369;1.439
155.200;7.369;1.412
155.400;7.369;1.466
155.600;7.369;1.437
155.800;7.369;1.406
156.000;7.369;1.390
156.200;7.369;1.399
156.400;7.369;1.373
156.600;7.369;1.382
156.800;7.369;1.362
157.000;7.369;1.387
157.200;7.369;1.348
157.400;7.369;1.339
157.600;7.369;1.366
157.800;7.369;1.373
158.000;7.369;1.322
158.200;7.369;1.322
158.400;7.369;1.330
158.600;7.369;1.313
158.800;7.369;1.315
159.000;7.369;1.312
159.200;7.369;1.304
159.400;7.369;1.298
159.600;7.369;1.298
159.800;7.369;1.289
160.000;7.369;1.295
160.200;7.369;1.286
160.400;7.369;1.269
160.600;7.369;1.256
160.800;7.369;1.264
161.000;7.369;1.285
161.200;7.369;1.288
161.400;7.369;1.270
161.600;7.369;1.271
161.800;7.369;1.244
162.000;7.369;1.276
162.200;7.369;1.237
162.400;7.369;1.253
162.600;7.369;1.255
162.800;7.369;1.239
163.000;7.369;1.238
163.200;7.369;1.257
163.400;7.369;1.252
163.600;7.369;1.261
163.800;7.369;1.233
164.000;7.369;1.229
164.200;7.369;1.243
164.400;7.369;1.260
164.600;7.369;1.225
164.800;7.369;1.255
165.000;7.369;1.230
165.200;7.369;1.216
165.400;7.369;1.234
165.600;7.369;1.224
165.800;7.369;1.234
166.000;7.369;1.217
166.200;7.369;1.225
166.400;7.369;1.206
166.600;7.369;1.195
166.800;7.369;1.228
167.000;7.369;1.201
167.200;7.369;1.214
167.400;7.369;1.215
167.600;7.369;1.224
167.800;7.369;1.209
168.000;8.429;1.228
168.200;8.429;1.226
168.400;8.429;1.217
168.600;8.429;1.236
168.800;8.429;1.232
169.000;8.429;1.220
169.200;8.429;1.221
169.400;8.429;1.233
169.600;8.429;1.240
169.800;8.429;1.243
170.000;8.429;1.257
170.200;8.429;1.260
170.400;8.429;1.266
170.600;8.429;1.268
170.800;8.429;1.283
171.000;8.429;1.292
171.200;8.429;1.307
171.400;8.429;1.310
171.600;8.429;1.308
171.800;8.429;1.315
172.000;8.429;1.340
172.200;8.429;1.327
172.400;8.429;1.371
172.600;8.429;1.370
172.800;8.429;1.333
173.000;8.429;1.386
173.200;8.429;1.375
173.400;8.429;1.399
173.600;8.429;1.385
173.800;8.429;1.381
174.000;8.429;1.403
174.200;8.429;1.396
174.400;8.429;1.413
174.600;8.429;1.446
174.800;8.429;1.436
175.000;8.429;1.410
175.200;8.429;1.440
175.400;8.429;1.451
175.600;8.429;1.444
175.800;8.429;1.454
176.000;8.429;1.460
176.200;8.429;1.476
176.400;8.429;1.454
176.600;8.429;1.474
176.800;8.429;1.454
177.000;8.429;1.478
177.200;8.429;1.501
177.400;8.429;1.527
177.600;8.429;1.509
177.800;8.429;1.484
178.000;8.429;1.519
178.200;8.429;1.494
178.400;8.429;1.513
178.600;8.429;1.514
178.800;8.429;1.538
179.000;8.429;1.527
179.200;8.429;1.526
179.400;8.429;1.498
179.600;8.429;1.516
179.800;8.429;1.531
